#
350
0.005
3.495
2.745 0.06228 -0.143824777 0.0464 -0.0716
2.755 0.04468 -0.145679267 0.03678 -0.07169
2.765 0.02792 -0.146286645 0.02415 -0.07339
2.775 -0.00963 -0.147223243 0.03636 -0.07124
2.785 -0.03971 -0.14575218 0.04048 -0.07768
2.795 -0.10023 -0.145011396 0.02744 -0.07265
2.805 -0.11894 -0.140149323 -0.00501 -0.08074
2.815 -0.11822 -0.138338862 -0.0149 -0.07563
2.825 -0.10359 -0.133493537 -0.02915 -0.07661
2.835 -0.08274 -0.132486027 -0.05445 -0.07083
2.845 -0.04058 -0.128802179 -0.03697 -0.07525
2.855 -0.01661 -0.130177025 -0.01093 -0.06989
2.865 -0.02902 -0.127853748 -0.01841 -0.07106
2.875 -0.04132 -0.128514179 -0.04011 -0.0707
2.885 -0.03472 -0.125477848 -0.0301 -0.07366
2.895 -0.03455 -0.126510835 -0.02866 -0.06715
2.905 -0.08292 -0.123477403 -0.03496 -0.06642
2.915 -0.06086 -0.121693183 -0.01324 -0.0658
2.925 -0.02561 -0.119929265 -0.00889 -0.06766
2.935 -0.08872 -0.120194998 -0.01544 -0.0666
2.945 -0.11497 -0.114721401 -0.01571 -0.07042
2.955 -0.08605 -0.113423265 -0.04884 -0.06052
2.965 -0.12426 -0.109635846 -0.07811 -0.06711
2.975 -0.16836 -0.106054647 -0.07135 -0.0617
2.985 -0.14192 -0.099618426 -0.05743 -0.05807
2.995 -0.14683 -0.097582023 -0.06847 -0.05577
3.005 -0.16358 -0.090823309 -0.05924 -0.05391
3.015 -0.17264 -0.087750865 -0.05052 -0.05659
3.025 -0.17603 -0.080413117 -0.0605 -0.05179
3.035 -0.14753 -0.07710105 -0.06543 -0.05019
3.045 -0.13855 -0.071458046 -0.07559 -0.0484
3.055 -0.13591 -0.068663355 -0.08618 -0.04292
3.065 -0.10496 -0.063153945 -0.07698 -0.04773
3.075 -0.08724 -0.062229307 -0.05774 -0.03765
3.085 -0.12436 -0.057788685 -0.07152 -0.03797
3.095 -0.14429 -0.054556295 -0.07603 -0.03705
3.105 -0.11149 -0.048857134 -0.05751 -0.03654
3.115 -0.1096 -0.047632766 -0.06364 -0.03208
3.125 -0.11738 -0.042029054 -0.06817 -0.02977
3.135 -0.07519 -0.040296516 -0.06202 -0.02795
3.145 -0.05562 -0.037314641 -0.05083 -0.02723
3.155 -0.06795 -0.036798018 -0.04812 -0.02507
3.165 -0.06598 -0.033026996 -0.04473 -0.02413
3.175 -0.0596 -0.032621484 -0.04685 -0.02174
3.185 -0.06369 -0.029242396 -0.06034 -0.0208
3.195 -0.04964 -0.028564431 -0.05144 -0.02024
3.205 -0.06158 -0.0260704 -0.03981 -0.01719
3.215 -0.06255 -0.024617153 -0.04843 -0.01277
3.225 -0.04023 -0.022048435 -0.04241 -0.01667
3.235 -0.05785 -0.022022318 -0.02844 -0.01313
3.245 -0.07623 -0.01830554 -0.03146 -0.01236
3.255 -0.05284 -0.017074991 -0.03847 -0.01142
3.265 -0.05426 -0.014865656 -0.0317 -0.00932
3.275 -0.07393 -0.013531813 -0.02675 -0.0099
3.285 -0.03095 -0.010023241 -0.02563 -0.00739
3.295 -0.00754 -0.011498398 -0.02095 -0.00775
3.305 -0.02326 -0.009526355 -0.01708 -0.00729
3.315 0.00594 -0.009960912 -0.01867 -0.00503
3.325 0.00937 -0.009920177 -0.01683 -0.00729
3.335 -0.01412 -0.010584017 -0.01368 -0.00436
3.345 0.00149 -0.008978373 -0.01734 -0.00458
3.355 0.01324 -0.010683698 -0.01814 -0.00487
3.365 -0.0041 -0.009866777 -0.01634 -0.00287
3.375 0.01039 -0.010407768 -0.01648 -0.00365
3.385 -0.00433 -0.010568102 -0.014 -0.00193
3.395 -0.02623 -0.010114627 -0.00523 -0.00151
3.405 -0.02758 -0.008787085 -5.33074E-5 -0.0024
3.415 -0.03742 -0.008236429 0.00155 -6.19273E-4
3.425 -0.04962 -0.006231299 0.00492 -0.00415
3.435 -0.04174 -0.004837459 0.0091 -0.00143
3.445 -0.02928 -0.003363761 0.00397 -0.00252
3.455 -0.03383 -0.002820067 0.0016 -0.00307
3.465 -0.02961 -0.001026108 0.00633 -0.00307
3.475 -0.02029 -0.000768094 0.00158 -0.00307
3.485 -0.01102 0.000384047 0 0.0
3.495 0.0 0 0 0.0
