# Iteration Pressure Kinetic Potential Temperature Total
6035 -0.48079859 1.0592795 -4.7308756 0.70618633 -3.6715962
6036 -0.50344209 1.06612 -4.7377232 0.71074667 -3.6716032
6037 -0.45487062 1.0512525 -4.7228555 0.700835 -3.671603
6038 -0.34370661 1.017512 -4.6891028 0.67834133 -3.6715907
6039 -0.23150198 0.984945 -4.6565247 0.65663 -3.6715797
6040 -0.16419512 0.9683375 -4.6399283 0.64555833 -3.6715908
6041 -0.11129988 0.95532065 -4.626918 0.63688043 -3.6715973
6042 -0.047233398 0.93651981 -4.6081087 0.62434654 -3.671589
6043 -0.0070522874 0.92361906 -4.5951974 0.61574604 -3.6715783
6044 -0.034667922 0.93172944 -4.6033094 0.62115296 -3.6715801
6045 -0.12618686 0.96021241 -4.6318007 0.64014161 -3.6715883
6046 -0.24778731 0.99683944 -4.6684334 0.66455963 -3.671594
6047 -0.35669982 1.0298518 -4.7014481 0.68656787 -3.6715964
6048 -0.4282457 1.0515367 -4.7231331 0.70102447 -3.6715964
6049 -0.45209439 1.0591931 -4.7307862 0.70612873 -3.671593
6050 -0.44160369 1.055371 -4.7269597 0.70358067 -3.6715887
6051 -0.41527607 1.0465886 -4.7181729 0.69772573 -3.6715843
6052 -0.39580596 1.0399711 -4.7115533 0.69331407 -3.6715822
6053 -0.3943939 1.0387073 -4.7102886 0.69247153 -3.6715813
6054 -0.40943117 1.0420532 -4.713634 0.69470213 -3.6715807
6055 -0.43965085 1.0493289 -4.7209084 0.6995526 -3.6715795
6056 -0.48273131 1.0606715 -4.7322505 0.70711433 -3.671579
6057 -0.53336008 1.0745061 -4.7460869 0.7163374 -3.6715808
6058 -0.57261437 1.0866713 -4.7582538 0.72444753 -3.6715825
6059 -0.5869078 1.0926896 -4.7642733 0.72845973 -3.6715837
6060 -0.56818979 1.0899188 -4.7615035 0.72661253 -3.6715847
6061 -0.51042111 1.0774696 -4.749052 0.71831307 -3.6715824
6062 -0.4167559 1.055241 -4.7268238 0.703494 -3.6715828
6063 -0.28963615 1.0246987 -4.6962777 0.68313247 -3.671579
6064 -0.15411921 0.99116602 -4.6627384 0.66077735 -3.6715724
6065 -0.038217477 0.96375694 -4.635325 0.64250463 -3.6715681
6066 0.03375773 0.9490562 -4.6206247 0.63270413 -3.6715685
6067 0.067107119 0.94514917 -4.6167216 0.63009945 -3.6715724
6068 0.082515037 0.94471778 -4.6162926 0.62981185 -3.6715748
6069 0.093459953 0.94318898 -4.6147616 0.62879265 -3.6715726
6070 0.093335421 0.9428537 -4.6144227 0.62856913 -3.671569
6071 0.074309499 0.94777333 -4.6193433 0.63184889 -3.67157
6072 0.040042702 0.95640657 -4.6279791 0.63760438 -3.6715725
6073 0.0075244988 0.96471667 -4.6362904 0.64314445 -3.6715738
6074 -0.019744279 0.97165352 -4.6432277 0.64776901 -3.6715742
6075 -0.045019472 0.97838843 -4.6499606 0.65225895 -3.6715721
6076 -0.071916677 0.98639009 -4.6579614 0.65759339 -3.6715713
6077 -0.10452848 0.99609407 -4.6676667 0.66406271 -3.6715726
6078 -0.13819155 1.0057633 -4.6773383 0.67050887 -3.6715751
6079 -0.15887444 1.0122362 -4.6838127 0.67482413 -3.6715765
6080 -0.16501403 1.0130577 -4.6846346 0.6753718 -3.6715769
6081 -0.15248915 1.0081554 -4.6797328 0.6721036 -3.6715775
6082 -0.13184716 0.99996741 -4.671543 0.66664494 -3.6715756
6083 -0.11170286 0.99241565 -4.6639894 0.66161043 -3.6715738
6084 -0.10486453 0.98899491 -4.6605683 0.65932994 -3.6715734
6085 -0.11439753 0.99076574 -4.6623403 0.66051049 -3.6715744
6086 -0.13333866 0.99569546 -4.6672698 0.66379697 -3.6715744
6087 -0.15847045 1.0011679 -4.6727427 0.66744527 -3.6715748
6088 -0.18336475 1.0064912 -4.6780644 0.67099413 -3.6715731
6089 -0.21403048 1.0132827 -4.6848538 0.6755218 -3.671571
6090 -0.25722514 1.0238565 -4.6954269 0.682571 -3.6715704
6091 -0.30994738 1.0377575 -4.7093291 0.69183833 -3.6715716
6092 -0.3555055 1.0496971 -4.7212721 0.69979807 -3.671575
6093 -0.37509744 1.0535739 -4.7251484 0.7023826 -3.6715745
6094 -0.35676528 1.047065 -4.7186387 0.69804333 -3.6715737
6095 -0.30469526 1.0308506 -4.7024232 0.68723373 -3.6715726
6096 -0.22840108 1.0072357 -4.6788054 0.67149047 -3.6715696
6097 -0.14739336 0.98141463 -4.652978 0.65427642 -3.6715633
6098 -0.08586998 0.9605988 -4.632159 0.6403992 -3.6715602
6099 -0.058999107 0.94983481 -4.6213937 0.63322321 -3.6715589
6100 -0.074649917 0.95119722 -4.6227558 0.63413148 -3.6715586
6101 -0.1360192 0.96500787 -4.6365688 0.64333858 -3.6715609
6102 -0.22569678 0.98854796 -4.6601135 0.65903197 -3.6715656
6103 -0.33138038 1.0165495 -4.6881181 0.67769967 -3.6715686
6104 -0.43269496 1.0441302 -4.7157003 0.6960868 -3.6715701
6105 -0.52374057 1.0680394 -4.7396091 0.71202627 -3.6715697
6106 -0.59454566 1.0860685 -4.7576385 0.72404567 -3.6715701
6107 -0.63707049 1.0961838 -4.7677564 0.7307892 -3.6715726
6108 -0.64062229 1.0961849 -4.767759 0.73078993 -3.6715742
6109 -0.60532145 1.0850308 -4.7566033 0.72335387 -3.6715725
6110 -0.54213869 1.0649583 -4.736526 0.7099722 -3.6715678
6111 -0.46519191 1.0422428 -4.713806 0.69482853 -3.6715632
6112 -0.40025571 1.0237357 -4.6952984 0.68249047 -3.6715626
6113 -0.34430426 1.0106594 -4.6822255 0.67377293 -3.6715661
6114 -0.2924361 0.99900389 -4.6705719 0.66600259 -3.671568
6115 -0.23889973 0.98734574 -4.6589124 0.65823049 -3.6715667
6116 -0.18820127 0.97757444 -4.6491435 0.65171629 -3.6715691
6117 -0.1385707 0.96838269 -4.639954 0.64558846 -3.6715712
6118 -0.087646463 0.95779296 -4.6293639 0.63852864 -3.6715709
6119 -0.031824155 0.9459712 -4.617541 0.63064747 -3.6715698
6120 0.015011156 0.93576519 -4.6073306 0.62384346 -3.6715654
6121 0.038506195 0.93297907 -4.6045422 0.62198605 -3.6715631
6122 0.026219866 0.94107343 -4.6126394 0.62738229 -3.6715659
6123 -0.0096232338 0.95725481 -4.6288263 0.63816987 -3.6715715
6124 -0.049571485 0.97427935 -4.6458556 0.64951957 -3.6715762
6125 -0.071283498 0.9859288 -4.6575056 0.65728587 -3.6715769
6126 -0.067126429 0.9899338 -4.6615115 0.65995587 -3.6715777
6127 -0.035275398 0.98571861 -4.6572978 0.65714574 -3.6715792
6128 0.024205498 0.97208861 -4.643668 0.64805907 -3.6715794
6129 0.10431503 0.95038065 -4.6219549 0.6335871 -3.6715743
6130 0.17870069 0.928845 -4.6004114 0.61923 -3.6715664
6131 0.206323 0.91845323 -4.5900165 0.61230215 -3.6715632
6132 0.17039578 0.92487412 -4.5964394 0.61658275 -3.6715654
6133 0.073427173 0.94791009 -4.6194779 0.63194006 -3.6715678
6134 -0.068746675 0.98241991 -4.6539928 0.65494661 -3.6715729
6135 -0.22349043 1.0186631 -4.6902395 0.67910873 -3.6715765
6136 -0.35907021 1.0479263 -4.7195031 0.69861753 -3.6715769
6137 -0.45991874 1.0671069 -4.7386803 0.7114046 -3.6715732
6138 -0.5259198 1.0766928 -4.748265 0.7177952 -3.6715722
6139 -0.55486323 1.0773418 -4.7489144 0.71822787 -3.6715727
6140 -0.55460049 1.0707897 -4.7423588 0.7138598 -3.6715691
6141 -0.5356692 1.061644 -4.7332091 0.70776267 -3.6715651
6142 -0.52094033 1.0548319 -4.7263964 0.70322127 -3.6715644
6143 -0.51652289 1.0535063 -4.7250692 0.70233753 -3.6715629
6144 -0.52173291 1.0575906 -4.7291568 0.7050604 -3.6715661
6145 -0.51992192 1.0610028 -4.7325727 0.7073352 -3.6715699
6146 -0.49760492 1.0574167 -4.7289881 0.70494447 -3.6715715
6147 -0.44751133 1.0461521 -4.7177209 0.69743473 -3.6715688
6148 -0.38737073 1.0318496 -4.7034147 0.68789973 -3.6715651
6149 -0.34462014 1.0211577 -4.692722 0.6807718 -3.6715644
6150 -0.3224558 1.0178922 -4.6894562 0.6785948 -3.671564
6151 -0.32021892 1.0204894 -4.6920571 0.68032627 -3.6715678
6152 -0.33120879 1.0257581 -4.6973267 0.68383873 -3.6715685
6153 -0.35199531 1.0328914 -4.7044591 0.68859427 -3.6715677
6154 -0.38281223 1.0429907 -4.714556 0.69532713 -3.6715653
6155 -0.42566793 1.0566027 -4.728168 0.7044018 -3.6715652
6156 -0.46813106 1.071203 -4.7427718 0.71413533 -3.6715688
6157 -0.4945196 1.080816 -4.752389 0.720544 -3.6715731
6158 -0.48505863 1.0793333 -4.7509083 0.71955553 -3.671575
6159 -0.43208819 1.0650275 -4.7365991 0.71001833 -3.6715716
6160 -0.35218513 1.0425511 -4.7141159 0.69503407 -3.6715647
6161 -0.27484186 1.0209969 -4.6925573 0.6806646 -3.6715604
6162 -0.22913819 1.0088541 -4.6804115 0.6725694 -3.6715574
6163 -0.22521743 1.0090671 -4.6806278 0.6727114 -3.6715606
6164 -0.25200846 1.0175134 -4.6890777 0.67834227 -3.6715643
6165 -0.28949642 1.0271596 -4.6987263 0.68477307 -3.6715667
6166 -0.32071738 1.0337258 -4.7052927 0.68915053 -3.6715669
6167 -0.34691449 1.0366612 -4.7082258 0.69110747 -3.6715647
6168 -0.3741823 1.0374433 -4.7090053 0.69162887 -3.6715619
6169 -0.40959046 1.0392717 -4.7108301 0.6928478 -3.6715585
6170 -0.46839705 1.0470747 -4.718629 0.6980498 -3.6715543
6171 -0.55339779 1.0637958 -4.7353512 0.7091972 -3.6715554
6172 -0.65079386 1.0855701 -4.7571323 0.7237134 -3.6715621
6173 -0.72730523 1.1028294 -4.7743977 0.7352196 -3.6715682
6174 -0.75892044 1.1071965 -4.7787673 0.738131 -3.6715708
6175 -0.73485907 1.096732 -4.7682989 0.73115467 -3.6715669
6176 -0.67925225 1.0777426 -4.7493019 0.71849507 -3.6715593
6177 -0.62700386 1.0627157 -4.7342694 0.70847713 -3.6715536
6178 -0.60408435 1.0590847 -4.7306431 0.70605647 -3.6715582
6179 -0.59586327 1.0599472 -4.731514 0.70663147 -3.6715668
6180 -0.56478435 1.0531972 -4.724767 0.70213147 -3.6715697
6181 -0.49718572 1.0338789 -4.705445 0.6892526 -3.6715661
6182 -0.41036242 1.0067416 -4.6783011 0.67116107 -3.6715594
6183 -0.33803588 0.98325565 -4.6548082 0.65550377 -3.6715525
6184 -0.31740003 0.97561954 -4.6471668 0.65041303 -3.6715472
6185 -0.35851606 0.98808361 -4.6596367 0.65872241 -3.6715531
6186 -0.43286442 1.011886 -4.6834494 0.67459067 -3.6715634
6187 -0.49380066 1.031716 -4.7032848 0.68781067 -3.6715687
6188 -0.51634594 1.0393052 -4.7108691 0.69287013 -3.671564
6189 -0.51307899 1.0392049 -4.7107611 0.69280327 -3.6715562
6190 -0.51819936 1.041635 -4.71319 0.69442333 -3.671555
6191 -0.5420913 1.0509716 -4.7225319 0.70064773 -3.6715603
6192 -0.57479956 1.0624945 -4.7340599 0.70832967 -3.6715654
6193 -0.5918872 1.069518 -4.7410857 0.713012 -3.6715678
6194 -0.58533627 1.0687342 -4.7403007 0.71248947 -3.6715665
6195 -0.5527915 1.0603127 -4.7318778 0.70687513 -3.6715651
6196 -0.50567368 1.0483715 -4.7199319 0.69891433 -3.6715604
6197 -0.46313384 1.0390531 -4.7106131 0.69270207 -3.67156
6198 -0.42964077 1.0339846 -4.705548 0.68932307 -3.6715633
6199 -0.39242755 1.0288725 -4.700439 0.685915 -3.6715665
6200 -0.34266124 1.020363 -4.6919275 0.680242 -3.6715644
6201 -0.28532873 1.0110081 -4.6825686 0.6740054 -3.6715606
6202 -0.23607195 1.0057112 -4.6772735 0.67047413 -3.6715624
6203 -0.19290893 1.0026183 -4.6741874 0.6684122 -3.6715691
6204 -0.12339552 0.9918875 -4.6634625 0.66125833 -3.671575
6205 -0.0095568461 0.96583093 -4.6374043 0.64388729 -3.6715733
6206 0.13183749 0.92797306 -4.5995375 0.61864871 -3.6715644
6207 0.24631838 0.89475566 -4.5663066 0.59650377 -3.6715509
6208 0.27296579 0.88603 -4.557576 0.59068667 -3.671546
6209 0.19660045 0.90731791 -4.5788713 0.60487861 -3.6715534
6210 0.046057355 0.94759657 -4.6191572 0.63173105 -3.6715606
6211 -0.12937973 0.9931837 -4.6647499 0.66212247 -3.6715662
6212 -0.28506236 1.0330082 -4.7045787 0.68867213 -3.6715705
6213 -0.39169583 1.0577372 -4.72931 0.70515813 -3.6715728
6214 -0.42457765 1.0611379 -4.7327118 0.70742527 -3.6715738
6215 -0.38190009 1.0423534 -4.7139243 0.69490227 -3.6715708
6216 -0.2824402 1.0075571 -4.6791203 0.67170473 -3.6715631
6217 -0.17023062 0.97053426 -4.6420856 0.64702284 -3.6715513
6218 -0.10295193 0.94992324 -4.6214653 0.63328216 -3.671542
6219 -0.1245406 0.95849833 -4.6300431 0.63899889 -3.6715447
6220 -0.21729975 0.99159769 -4.6631572 0.66106513 -3.6715595
6221 -0.32589883 1.0302586 -4.7018315 0.68683907 -3.6715729
6222 -0.38658677 1.0554589 -4.7270371 0.70363927 -3.6715782
6223 -0.3767356 1.0583743 -4.7299493 0.70558287 -3.671575
6224 -0.30601451 1.0426143 -4.7141806 0.6950762 -3.6715663
6225 -0.21520179 1.0210476 -4.6926042 0.6806984 -3.6715566
6226 -0.14581358 1.0069422 -4.6784983 0.6712948 -3.6715561
6227 -0.11348705 1.0030113 -4.6745723 0.6686742 -3.671561
6228 -0.096864977 1.0024411 -4.6740051 0.66829407 -3.671564
6229 -0.084136857 1.0002044 -4.6717669 0.66680293 -3.6715625
6230 -0.083059302 0.99840213 -4.6699619 0.66560142 -3.6715598
6231 -0.097919038 1.0000069 -4.6715676 0.66667127 -3.6715606
6232 -0.12242371 1.0032 -4.674765 0.6688 -3.6715649
6233 -0.1453125 1.0046171 -4.6761833 0.66974473 -3.6715662
6234 -0.16598884 1.0044641 -4.6760306 0.66964273 -3.6715666
6235 -0.18918277 1.0039848 -4.6755492 0.6693232 -3.6715644
6236 -0.22607062 1.0072433 -4.6788004 0.67149553 -3.671557
6237 -0.30162353 1.024317 -4.6958724 0.682878 -3.6715554
6238 -0.42041996 1.0564582 -4.728024 0.70430547 -3.6715657
6239 -0.53620754 1.0888995 -4.7604751 0.725933 -3.6715756
6240 -0.60176817 1.1063528 -4.7779293 0.73756853 -3.6715766
6241 -0.59898086 1.1040458 -4.7756185 0.73603053 -3.6715727
6242 -0.54575034 1.0860077 -4.7575749 0.72400513 -3.6715672
6243 -0.46832037 1.0609042 -4.7324646 0.70726947 -3.6715605
6244 -0.40039283 1.0393165 -4.7108705 0.69287767 -3.6715539
6245 -0.36356799 1.0284686 -4.7000236 0.68564573 -3.671555
6246 -0.36377693 1.0286481 -4.7002065 0.6857654 -3.6715583
6247 -0.38991241 1.0352593 -4.7068237 0.69017287 -3.6715644
6248 -0.4166849 1.0415414 -4.7131096 0.69436093 -3.6715682
6249 -0.42936266 1.0418298 -4.7133988 0.6945532 -3.671569
6250 -0.42315325 1.0347306 -4.7062969 0.6898204 -3.6715664
6251 -0.40889855 1.0240127 -4.6955744 0.68267513 -3.6715618
6252 -0.40577223 1.0165581 -4.6881144 0.6777054 -3.6715563
6253 -0.43255141 1.0178623 -4.689419 0.67857487 -3.6715567
6254 -0.48352463 1.0278014 -4.6993596 0.68520093 -3.6715583
6255 -0.54822388 1.0412499 -4.7128114 0.6941666 -3.6715615
6256 -0.60805029 1.0535079 -4.7250686 0.7023386 -3.6715608
6257 -0.66368228 1.0639038 -4.7354637 0.7092692 -3.6715598
6258 -0.71558649 1.0746169 -4.7461729 0.71641127 -3.671556
6259 -0.77219661 1.0873959 -4.7589516 0.7249306 -3.6715556
6260 -0.82432298 1.1014715 -4.773029 0.73431433 -3.6715575
6261 -0.86311398 1.1133824 -4.7849429 0.74225493 -3.6715605
6262 -0.86994302 1.1182687 -4.789832 0.74551247 -3.6715633
6263 -0.83495648 1.1125128 -4.7840756 0.7416752 -3.6715628
6264 -0.75865639 1.0961784 -4.7677417 0.7307856 -3.6715631
6265 -0.64950868 1.0727933 -4.7443539 0.71519553 -3.6715606
6266 -0.52821454 1.0472803 -4.7188385 0.69818687 -3.6715582
6267 -0.41663728 1.0238679 -4.6954251 0.6825786 -3.6715572
6268 -0.31988873 1.0043523 -4.6759115 0.6695682 -3.6715593
6269 -0.24223656 0.98913861 -4.6606968 0.65942574 -3.6715581
6270 -0.19711687 0.98124537 -4.6528002 0.65416358 -3.6715548
6271 -0.20213803 0.98616167 -4.6577145 0.65744111 -3.6715528
6272 -0.25903349 1.0045935 -4.6761508 0.669729 -3.6715574
6273 -0.3437063 1.0297395 -4.7012994 0.686493 -3.6715599
6274 -0.4336894 1.0539095 -4.7254713 0.70260633 -3.6715617
6275 -0.51070188 1.0726552 -4.7442184 0.71510347 -3.6715632
6276 -0.56249329 1.0836162 -4.7551783 0.7224108 -3.6715621
6277 -0.58879845 1.0859812 -4.7575413 0.72398747 -3.6715601
6278 -0.59313231 1.0817144 -4.7532731 0.72114293 -3.6715586
6279 -0.58865942 1.0756912 -4.7472459 0.71712747 -3.6715547
6280 -0.59533217 1.0725547 -4.7441086 0.71503647 -3.6715539
6281 -0.61360682 1.0730977 -4.7446517 0.71539847 -3.671554
6282 -0.6346196 1.0741248 -4.7456831 0.7160832 -3.6715583
6283 -0.64840248 1.0719764 -4.7435374 0.71465093 -3.671561
6284 -0.64870463 1.0659858 -4.7375446 0.7106572 -3.6715587
6285 -0.65418549 1.0607266 -4.7322797 0.70715107 -3.6715531
6286 -0.68688432 1.0644532 -4.7360045 0.70963547 -3.6715513
6287 -0.75694343 1.0807715 -4.7523271 0.72051433 -3.6715556
6288 -0.84417489 1.1027083 -4.7742718 0.73513887 -3.6715635
6289 -0.91175656 1.1188244 -4.7903903 0.74588293 -3.6715658
6290 -0.9377345 1.1226354 -4.7942002 0.7484236 -3.6715648
6291 -0.92530613 1.1156126 -4.7871728 0.74374173 -3.6715602
6292 -0.90017234 1.1049132 -4.7764689 0.7366088 -3.6715556
6293 -0.88197205 1.0981286 -4.7696811 0.73208573 -3.6715525
6294 -0.88545548 1.098802 -4.7703545 0.73253467 -3.6715525
6295 -0.9035698 1.1055204 -4.7770757 0.7370136 -3.6715554
6296 -0.92383122 1.1141363 -4.7856956 0.74275753 -3.6715593
6297 -0.92827951 1.1202873 -4.7918504 0.7468582 -3.6715631
6298 -0.90745261 1.1200245 -4.7915885 0.746683 -3.671564
6299 -0.85467636 1.1102231 -4.7817883 0.74014873 -3.6715653
6300 -0.76939182 1.0904052 -4.7619671 0.7269368 -3.6715619
6301 -0.66628622 1.0646285 -4.7361867 0.70975233 -3.6715581
6302 -0.57418591 1.0413221 -4.7128726 0.69421473 -3.6715505
6303 -0.52187004 1.029455 -4.7010019 0.68630333 -3.6715469
6304 -0.52643254 1.0331494 -4.7046981 0.68876627 -3.6715487
6305 -0.57289612 1.0494072 -4.7209613 0.6996048 -3.6715541
6306 -0.63578686 1.0705684 -4.7421271 0.71371227 -3.6715587
6307 -0.68704025 1.088126 -4.7596898 0.72541733 -3.6715637
6308 -0.70216581 1.0948185 -4.7663828 0.729879 -3.6715643
6309 -0.66870152 1.0870607 -4.7586237 0.72470713 -3.671563
6310 -0.59156301 1.0667759 -4.7383342 0.71118393 -3.6715582
6311 -0.49176787 1.0403549 -4.7119067 0.69356993 -3.6715518
6312 -0.39916293 1.0161301 -4.6876775 0.67742007 -3.6715474
6313 -0.33828356 1.0013143 -4.6728599 0.66754287 -3.6715456
6314 -0.31611618 0.99855713 -4.6701055 0.66570475 -3.6715483
6315 -0.32106823 1.0044142 -4.6759668 0.66960947 -3.6715526
6316 -0.33423739 1.0118973 -4.6834536 0.6745982 -3.6715564
6317 -0.3363692 1.0156119 -4.6871694 0.6770746 -3.6715575
6318 -0.32288541 1.0141788 -4.685736 0.6761192 -3.6715572
6319 -0.29565835 1.0084763 -4.6800316 0.67231753 -3.6715552
6320 -0.2608104 1.0000375 -4.6715911 0.66669167 -3.6715536
6321 -0.22561549 0.99098037 -4.6625325 0.66065358 -3.6715521
6322 -0.19592084 0.98316741 -4.6547202 0.65544494 -3.6715528
6323 -0.17355411 0.97676194 -4.6483151 0.65117463 -3.6715531
6324 -0.16008481 0.97058787 -4.6421402 0.64705858 -3.6715523
6325 -0.15451997 0.96498019 -4.6365307 0.64332013 -3.6715506
6326 -0.16704162 0.96401204 -4.6355591 0.64267469 -3.671547
6327 -0.21574618 0.97264833 -4.6441963 0.64843222 -3.671548
6328 -0.29162957 0.98928352 -4.660839 0.65952235 -3.6715554
6329 -0.35989209 1.0043313 -4.6758922 0.6695542 -3.6715608
6330 -0.40331198 1.0100028 -4.6815627 0.6733352 -3.6715599
6331 -0.42411604 1.0088242 -4.6803771 0.67254947 -3.6715531
6332 -0.44595885 1.0099619 -4.6815128 0.67330793 -3.6715508
6333 -0.47637626 1.0169134 -4.688468 0.67794227 -3.6715545
6334 -0.50069211 1.0239806 -4.6955359 0.68265373 -3.6715554
6335 -0.50373839 1.0258345 -4.6973882 0.68388967 -3.6715538
6336 -0.48592554 1.0229405 -4.6944908 0.68196033 -3.6715504
6337 -0.46326732 1.0191102 -4.6906582 0.6794068 -3.6715481
6338 -0.44619415 1.017282 -4.6888296 0.678188 -3.6715476
6339 -0.43342697 1.0173989 -4.6889478 0.67826593 -3.6715488
6340 -0.42341378 1.0170493 -4.6885999 0.67803287 -3.6715506
6341 -0.41148191 1.0144265 -4.6859777 0.67628433 -3.6715512
6342 -0.40072988 1.0108128 -4.6823625 0.6738752 -3.6715497
6343 -0.39923437 1.0092119 -4.6807614 0.67280793 -3.6715494
6344 -0.41034081 1.0112008 -4.6827504 0.67413387 -3.6715496
6345 -0.43177491 1.0162617 -4.6878139 0.6775078 -3.6715522
6346 -0.44812948 1.0212761 -4.6928345 0.68085073 -3.6715584
6347 -0.44038123 1.0200838 -4.6916468 0.68005587 -3.671563
6348 -0.39784954 1.0074262 -4.6789906 0.67161747 -3.6715644
6349 -0.32000053 0.98455991 -4.6561173 0.65637327 -3.6715574
6350 -0.2427131 0.96045861 -4.6320108 0.64030574 -3.6715522
6351 -0.19507216 0.94517028 -4.6167211 0.63011352 -3.6715507
6352 -0.18051358 0.94137583 -4.6129283 0.62758389 -3.6715525
6353 -0.19777263 0.9454162 -4.6169705 0.63027747 -3.6715544
6354 -0.23238776 0.95422981 -4.6257862 0.63615321 -3.6715563
6355 -0.28334902 0.96763852 -4.6391937 0.64509235 -3.6715552
6356 -0.35158028 0.98638898 -4.6579455 0.65759265 -3.6715565
6357 -0.43343691 1.0102157 -4.6817728 0.67347713 -3.671557
6358 -0.51643933 1.0354103 -4.7069713 0.69027353 -3.6715611
6359 -0.58088551 1.0557805 -4.727344 0.70385367 -3.6715635
6360 -0.61319533 1.06718 -4.7387433 0.71145333 -3.6715633
6361 -0.61352233 1.0690363 -4.7405976 0.71269087 -3.6715613
6362 -0.58610753 1.0637681 -4.7353272 0.70917873 -3.6715591
6363 -0.5485024 1.056382 -4.7279375 0.70425467 -3.6715555
6364 -0.51868561 1.052218 -4.7237727 0.70147867 -3.6715547
6365 -0.5062877 1.0539309 -4.7254866 0.7026206 -3.6715557
6366 -0.50804278 1.0601076 -4.7316646 0.7067384 -3.671557
6367 -0.50859023 1.0660778 -4.7376395 0.71071853 -3.6715618
6368 -0.49371657 1.0663704 -4.7379352 0.7109136 -3.6715649
6369 -0.45062309 1.0577702 -4.7293342 0.70518013 -3.671564
6370 -0.38452827 1.0413463 -4.7129068 0.69423087 -3.6715605
6371 -0.3163771 1.0232594 -4.6948144 0.68217293 -3.6715548
6372 -0.27985498 1.0133406 -4.6848913 0.6755604 -3.6715507
6373 -0.29156416 1.0174084 -4.6889625 0.67827227 -3.6715541
6374 -0.33742375 1.0308407 -4.7024008 0.68722713 -3.6715601
6375 -0.39158421 1.0449519 -4.7165149 0.6966346 -3.6715631
6376 -0.44208406 1.0561498 -4.72771 0.70409987 -3.6715602
6377 -0.497845 1.067813 -4.73937 0.71187533 -3.671557
6378 -0.55681136 1.0813736 -4.752935 0.72091573 -3.6715614
6379 -0.59543201 1.0897978 -4.7613607 0.72653187 -3.671563
6380 -0.59853479 1.0877301 -4.7592914 0.7251534 -3.6715613
6381 -0.56856053 1.0768377 -4.7483963 0.7178918 -3.6715586
6382 -0.5135919 1.0599865 -4.7315464 0.70665767 -3.6715599
6383 -0.43645953 1.037354 -4.7089144 0.69156933 -3.6715605
6384 -0.34254491 1.0095054 -4.6810631 0.6730036 -3.6715578
6385 -0.24816881 0.98153509 -4.6530862 0.65435673 -3.6715511
6386 -0.18059711 0.96269037 -4.6342386 0.64179358 -3.6715482
6387 -0.16301869 0.95891694 -4.6304688 0.63927796 -3.6715519
6388 -0.18220791 0.96625093 -4.6378074 0.64416729 -3.6715565
6389 -0.2165942 0.97732556 -4.6488827 0.65155037 -3.6715571
6390 -0.2542902 0.98879602 -4.6603543 0.65919735 -3.6715582
6391 -0.28161284 0.99703648 -4.668597 0.66469099 -3.6715606
6392 -0.2846654 0.9978013 -4.6693609 0.66520087 -3.6715596
6393 -0.26791134 0.99257519 -4.6641294 0.66171679 -3.6715543
6394 -0.25825025 0.98906167 -4.6606106 0.65937445 -3.6715489
6395 -0.27849233 0.99524 -4.6667887 0.66349333 -3.6715487
6396 -0.33305748 1.0125825 -4.684135 0.675055 -3.6715524
6397 -0.40731294 1.0355539 -4.7071115 0.69036927 -3.6715576
6398 -0.48618609 1.057914 -4.7294737 0.705276 -3.6715597
6399 -0.55425825 1.0774131 -4.7489731 0.7182754 -3.67156
6400 -0.60743806 1.0926688 -4.7642328 0.72844587 -3.671564
6401 -0.62858787 1.098566 -4.7701323 0.73237733 -3.6715663
6402 -0.59893442 1.0890934 -4.7606599 0.72606227 -3.6715665
6403 -0.52154288 1.0639414 -4.7355038 0.70929427 -3.6715624
6404 -0.41531246 1.0304373 -4.7019912 0.6869582 -3.6715539
6405 -0.32035669 1.0006415 -4.6721894 0.66709433 -3.6715479
6406 -0.26851598 0.98514639 -4.6566923 0.65676426 -3.6715459
6407 -0.27360362 0.98684796 -4.6583969 0.65789864 -3.671549
6408 -0.31828578 1.0011095 -4.6726639 0.66740633 -3.6715544
6409 -0.38401019 1.0204206 -4.6919788 0.6802804 -3.6715581
6410 -0.44906968 1.037669 -4.7092319 0.69177933 -3.671563
6411 -0.49651858 1.0484319 -4.7199939 0.6989546 -3.6715621
6412 -0.52865195 1.0529681 -4.7245275 0.70197873 -3.6715594
6413 -0.55428127 1.0551461 -4.7267022 0.70343073 -3.6715561
6414 -0.58058359 1.0581523 -4.7297082 0.70543487 -3.6715559
6415 -0.60952735 1.0616955 -4.7332537 0.707797 -3.6715583
6416 -0.63486773 1.0643125 -4.7358723 0.70954167 -3.6715598
6417 -0.65314391 1.0656809 -4.73724 0.71045393 -3.6715591
6418 -0.668425 1.066305 -4.7378635 0.71087 -3.6715584
6419 -0.67711615 1.0668319 -4.7383896 0.71122127 -3.6715578
6420 -0.67930628 1.0670076 -4.7385663 0.7113384 -3.6715587
6421 -0.66911319 1.0648571 -4.736418 0.70990473 -3.6715608
6422 -0.64571104 1.0583737 -4.729936 0.70558247 -3.6715623
6423 -0.60728338 1.0479214 -4.7194811 0.69861427 -3.6715597
6424 -0.56716356 1.0366249 -4.7081819 0.69108327 -3.6715569
6425 -0.53703041 1.0285494 -4.7001054 0.6856996 -3.671556
6426 -0.52494366 1.0257863 -4.6973421 0.68385753 -3.6715559
